order_id,worker_id,estimated_profit
10635,1048,44.87116
49342,58,43.83493
49342,110,43.86042
49342,149,44.92093
49342,411,44.11275
49342,475,45.19624
49342,770,45.07087
49342,772,44.60794
49342,813,44.5259
49342,935,44.88162
49342,976,41.41166
49342,1057,41.26104
49342,1072,45.01608
49342,1096,43.80082
49342,1121,45.19773
49342,1279,45.31062
49342,1339,45.27811
49342,1493,41.64804
49342,1511,45.09175
49342,1534,40.27577
49342,1751,43.89866
49342,1886,43.77195
49342,2129,43.07511
49342,2253,45.27832
49342,2318,45.22165
49342,2353,44.73972
49342,2679,43.79689
49342,2971,43.81797
49342,3026,44.68353
49342,3036,43.43297
49342,3114,44.10767
49342,3121,43.75819
49342,3124,41.45214
49342,3363,45.31014
49342,3364,43.74284
49342,3562,43.75861
49342,3970,44.74127
49342,3986,44.46853
49342,4044,39.08493
49342,4244,43.99065
49342,1048,43.30514
46117,58,44.39096
46117,110,44.36989
46117,149,43.17351
46117,411,44.19542
46117,475,43.06358
46117,770,43.13799
46117,772,43.35871
46117,813,43.33637
46117,935,42.92504
46117,976,44.56524
46117,1057,41.75231
46117,1072,43.17229
46117,1096,43.12788
46117,1121,43.05663
46117,1279,42.99591
46117,1339,43.02214
46117,1493,45.39757
46117,1511,43.11549
46117,1534,44.80698
46117,1751,44.39157
46117,1886,44.42956
46117,2129,45.14534
46117,2253,43.01855
46117,2318,43.04186
46117,2353,43.25945
46117,2679,44.42374
46117,2971,44.40943
46117,3026,42.52589
46117,3036,41.59425
46117,3114,44.20045
46117,3121,44.43634
46117,3124,42.65165
46117,3363,42.98858
46117,3364,44.56446
46117,3562,44.45332
46117,3970,42.50146
46117,3986,43.5648
46117,4044,40.34512
46117,4244,44.15176
46117,1048,40.90842
46095,58,46.5827
46095,110,46.60819
46095,149,47.6687
46095,411,46.86052
46095,475,47.94401
46095,770,47.81864
46095,772,47.35571
46095,813,47.27367
46095,935,47.62939
46095,976,44.15944
46095,1057,44.00881
46095,1072,47.76386
46095,1096,46.54859
46095,1121,47.9455
46095,1279,48.0584
46095,1339,48.02588
46095,1493,44.39582
46095,1511,47.83952
46095,1534,43.02355
46095,1751,46.64643
46095,1886,46.51972
